15382:   python3 /home/yuance/Work/Trianglecounting/undirected_global.py 1000 1000 10 0.3 0.1
Address           Kbytes     RSS   Dirty Mode  Mapping
00007fd62823e000      20       0       0 rw--- _lbfgsb.cpython-36m-x86_64-linux-gnu.so
00007fd62823e000       0       0       0 rw--- _lbfgsb.cpython-36m-x86_64-linux-gnu.so
00007fd628243000     256     172     172 rw---   [ anon ]
00007fd628243000       0       0       0 rw---   [ anon ]
00007fd628283000     280       0       0 r-x-- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd628283000       0       0       0 r-x-- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6282c9000    2048       0       0 ----- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6282c9000       0       0       0 ----- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6284c9000      16       0       0 rw--- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6284c9000       0       0       0 rw--- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6284cd000       4       0       0 rw---   [ anon ]
00007fd6284cd000       0       0       0 rw---   [ anon ]
00007fd6284ce000      12       0       0 rw--- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6284ce000       0       0       0 rw--- _trlib.cpython-36m-x86_64-linux-gnu.so
00007fd6284d1000     256     184     184 rw---   [ anon ]
00007fd6284d1000       0       0       0 rw---   [ anon ]
00007fd628511000     160       0       0 r-x-- _group_columns.cpython-36m-x86_64-linux-gnu.so
00007fd628511000       0       0       0 r-x-- _group_columns.cpython-36m-x86_64-linux-gnu.so
00007fd628539000    2048       0       0 ----- _group_columns.cpython-36m-x86_64-linux-gnu.so
00007fd628539000       0       0       0 ----- _group_columns.cpython-36m-x86_64-linux-gnu.so
00007fd628739000      12       0       0 rw--- _group_columns.cpython-36m-x86_64-linux-gnu.so
00007fd628739000       0       0       0 rw--- _group_columns.cpython-36m-x86_64-linux-gnu.so
00007fd62873c000       4       0       0 rw---   [ anon ]
00007fd62873c000       0       0       0 rw---   [ anon ]
00007fd62873d000      36       0       0 r-x-- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd62873d000       0       0       0 r-x-- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628746000    2048       0       0 ----- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628746000       0       0       0 ----- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628946000       4       0       0 rw--- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628946000       0       0       0 rw--- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628947000       8       0       0 rw--- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628947000       0       0       0 rw--- minpack2.cpython-36m-x86_64-linux-gnu.so
00007fd628949000     100       0       0 r-x-- lsoda.cpython-36m-x86_64-linux-gnu.so
00007fd628949000       0       0       0 r-x-- lsoda.cpython-36m-x86_64-linux-gnu.so
00007fd628962000    2048       0       0 ----- lsoda.cpython-36m-x86_64-linux-gnu.so
00007fd628962000       0       0       0 ----- lsoda.cpython-36m-x86_64-linux-gnu.so
00007fd628b62000      20       4       4 rw--- lsoda.cpython-36m-x86_64-linux-gnu.so
00007fd628b62000       0       0       0 rw--- lsoda.cpython-36m-x86_64-linux-gnu.so
00007fd628b67000     108       0       0 r-x-- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628b67000       0       0       0 r-x-- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628b82000    2048       0       0 ----- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628b82000       0       0       0 ----- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628d82000       8       4       4 rw--- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628d82000       0       0       0 rw--- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628d84000       8       0       0 rw--- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628d84000       0       0       0 rw--- _dop.cpython-36m-x86_64-linux-gnu.so
00007fd628d86000     196       0       0 r-x-- vode.cpython-36m-x86_64-linux-gnu.so
00007fd628d86000       0       0       0 r-x-- vode.cpython-36m-x86_64-linux-gnu.so
00007fd628db7000    2044       0       0 ----- vode.cpython-36m-x86_64-linux-gnu.so
00007fd628db7000       0       0       0 ----- vode.cpython-36m-x86_64-linux-gnu.so
00007fd628fb6000      28       4       4 rw--- vode.cpython-36m-x86_64-linux-gnu.so
00007fd628fb6000       0       0       0 rw--- vode.cpython-36m-x86_64-linux-gnu.so
00007fd628fbd000     256     164     164 rw---   [ anon ]
00007fd628fbd000       0       0       0 rw---   [ anon ]
00007fd628ffd000     104       0       0 r-x-- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd628ffd000       0       0       0 r-x-- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd629017000    2048       0       0 ----- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd629017000       0       0       0 ----- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd629217000       4       0       0 rw--- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd629217000       0       0       0 rw--- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd629218000      12       0       0 rw--- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd629218000       0       0       0 rw--- _quadpack.cpython-36m-x86_64-linux-gnu.so
00007fd62921b000      88       0       0 r-x-- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd62921b000       0       0       0 r-x-- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629231000    2044       0       0 ----- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629231000       0       0       0 ----- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629430000       4       0       0 rw--- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629430000       0       0       0 rw--- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629431000       4       0       0 rw---   [ anon ]
00007fd629431000       0       0       0 rw---   [ anon ]
00007fd629432000      12       0       0 rw--- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629432000       0       0       0 rw--- _odepack.cpython-36m-x86_64-linux-gnu.so
00007fd629435000     256     196     196 rw---   [ anon ]
00007fd629435000       0       0       0 rw---   [ anon ]
00007fd629475000     236       0       0 r-x-- kiwisolver.cpython-36m-x86_64-linux-gnu.so
00007fd629475000       0       0       0 r-x-- kiwisolver.cpython-36m-x86_64-linux-gnu.so
00007fd6294b0000    2044       0       0 ----- kiwisolver.cpython-36m-x86_64-linux-gnu.so
00007fd6294b0000       0       0       0 ----- kiwisolver.cpython-36m-x86_64-linux-gnu.so
00007fd6296af000       8       0       0 rw--- kiwisolver.cpython-36m-x86_64-linux-gnu.so
00007fd6296af000       0       0       0 rw--- kiwisolver.cpython-36m-x86_64-linux-gnu.so
00007fd6296b1000     828       0       0 r-x-- ft2font.cpython-36m-x86_64-linux-gnu.so
00007fd6296b1000       0       0       0 r-x-- ft2font.cpython-36m-x86_64-linux-gnu.so
00007fd629780000    2048       0       0 ----- ft2font.cpython-36m-x86_64-linux-gnu.so
00007fd629780000       0       0       0 ----- ft2font.cpython-36m-x86_64-linux-gnu.so
00007fd629980000      28       0       0 rw--- ft2font.cpython-36m-x86_64-linux-gnu.so
00007fd629980000       0       0       0 rw--- ft2font.cpython-36m-x86_64-linux-gnu.so
00007fd629987000    3588    2152    2152 rw---   [ anon ]
00007fd629987000       0       0       0 rw---   [ anon ]
00007fd629d08000     548       0       0 r-x-- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629d08000       0       0       0 r-x-- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629d91000    2044       0       0 ----- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629d91000       0       0       0 ----- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629f90000      44       0       0 rw--- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629f90000       0       0       0 rw--- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629f9b000       8       0       0 rw---   [ anon ]
00007fd629f9b000       0       0       0 rw---   [ anon ]
00007fd629f9d000      16       0       0 rw--- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629f9d000       0       0       0 rw--- _arpack.cpython-36m-x86_64-linux-gnu.so
00007fd629fa1000     308       0       0 r-x-- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd629fa1000       0       0       0 r-x-- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd629fee000    2044       0       0 ----- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd629fee000       0       0       0 ----- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd62a1ed000       8       0       0 rw--- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd62a1ed000       0       0       0 rw--- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd62a1ef000      12       0       0 rw--- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd62a1ef000       0       0       0 rw--- _superlu.cpython-36m-x86_64-linux-gnu.so
00007fd62a1f2000     256     208     208 rw---   [ anon ]
00007fd62a1f2000       0       0       0 rw---   [ anon ]
00007fd62a232000     196       0       0 r-x-- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a232000       0       0       0 r-x-- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a263000    2048       0       0 ----- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a263000       0       0       0 ----- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a463000      28       0       0 rw--- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a463000       0       0       0 rw--- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a46a000       8       0       0 rw---   [ anon ]
00007fd62a46a000       0       0       0 rw---   [ anon ]
00007fd62a46c000      12       0       0 rw--- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a46c000       0       0       0 rw--- _iterative.cpython-36m-x86_64-linux-gnu.so
00007fd62a46f000      68       0       0 r-x-- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a46f000       0       0       0 r-x-- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a480000    2044       0       0 ----- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a480000       0       0       0 ----- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a67f000       4       0       0 r---- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a67f000       0       0       0 r---- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a680000       4       0       0 rw--- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a680000       0       0       0 rw--- _json.cpython-36m-x86_64-linux-gnu.so
00007fd62a681000    4612    2040    2040 rw---   [ anon ]
00007fd62a681000       0       0       0 rw---   [ anon ]
00007fd62ab02000     156       0       0 r-x-- _hausdorff.cpython-36m-x86_64-linux-gnu.so
00007fd62ab02000       0       0       0 r-x-- _hausdorff.cpython-36m-x86_64-linux-gnu.so
00007fd62ab29000    2048       0       0 ----- _hausdorff.cpython-36m-x86_64-linux-gnu.so
00007fd62ab29000       0       0       0 ----- _hausdorff.cpython-36m-x86_64-linux-gnu.so
00007fd62ad29000      12       0       0 rw--- _hausdorff.cpython-36m-x86_64-linux-gnu.so
00007fd62ad29000       0       0       0 rw--- _hausdorff.cpython-36m-x86_64-linux-gnu.so
00007fd62ad2c000       4       0       0 rw---   [ anon ]
00007fd62ad2c000       0       0       0 rw---   [ anon ]
00007fd62ad2d000      92       0       0 r-x-- _distance_wrap.cpython-36m-x86_64-linux-gnu.so
00007fd62ad2d000       0       0       0 r-x-- _distance_wrap.cpython-36m-x86_64-linux-gnu.so
00007fd62ad44000    2048       0       0 ----- _distance_wrap.cpython-36m-x86_64-linux-gnu.so
00007fd62ad44000       0       0       0 ----- _distance_wrap.cpython-36m-x86_64-linux-gnu.so
00007fd62af44000       4       0       0 rw--- _distance_wrap.cpython-36m-x86_64-linux-gnu.so
00007fd62af44000       0       0       0 rw--- _distance_wrap.cpython-36m-x86_64-linux-gnu.so
00007fd62af45000     256     140     140 rw---   [ anon ]
00007fd62af45000       0       0       0 rw---   [ anon ]
00007fd62af85000     156       0       0 r-x-- _voronoi.cpython-36m-x86_64-linux-gnu.so
00007fd62af85000       0       0       0 r-x-- _voronoi.cpython-36m-x86_64-linux-gnu.so
00007fd62afac000    2044       0       0 ----- _voronoi.cpython-36m-x86_64-linux-gnu.so
00007fd62afac000       0       0       0 ----- _voronoi.cpython-36m-x86_64-linux-gnu.so
00007fd62b1ab000      12       0       0 rw--- _voronoi.cpython-36m-x86_64-linux-gnu.so
00007fd62b1ab000       0       0       0 rw--- _voronoi.cpython-36m-x86_64-linux-gnu.so
00007fd62b1ae000       4       0       0 rw---   [ anon ]
00007fd62b1ae000       0       0       0 rw---   [ anon ]
00007fd62b1af000      36       0       0 r-x-- messagestream.cpython-36m-x86_64-linux-gnu.so
00007fd62b1af000       0       0       0 r-x-- messagestream.cpython-36m-x86_64-linux-gnu.so
00007fd62b1b8000    2044       0       0 ----- messagestream.cpython-36m-x86_64-linux-gnu.so
00007fd62b1b8000       0       0       0 ----- messagestream.cpython-36m-x86_64-linux-gnu.so
00007fd62b3b7000       8       0       0 rw--- messagestream.cpython-36m-x86_64-linux-gnu.so
00007fd62b3b7000       0       0       0 rw--- messagestream.cpython-36m-x86_64-linux-gnu.so
00007fd62b3b9000     896       0       0 r-x-- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b3b9000       0       0       0 r-x-- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b499000    2044       0       0 ----- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b499000       0       0       0 ----- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b698000      36       0       0 rw--- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b698000       0       0       0 rw--- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b6a1000      12       0       0 rw---   [ anon ]
00007fd62b6a1000       0       0       0 rw---   [ anon ]
00007fd62b6a4000      20       0       0 rw--- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b6a4000       0       0       0 rw--- qhull.cpython-36m-x86_64-linux-gnu.so
00007fd62b6a9000     684       0       0 r-x-- ckdtree.cpython-36m-x86_64-linux-gnu.so
00007fd62b6a9000       0       0       0 r-x-- ckdtree.cpython-36m-x86_64-linux-gnu.so
00007fd62b754000    2044       0       0 ----- ckdtree.cpython-36m-x86_64-linux-gnu.so
00007fd62b754000       0       0       0 ----- ckdtree.cpython-36m-x86_64-linux-gnu.so
00007fd62b953000      40       0       0 rw--- ckdtree.cpython-36m-x86_64-linux-gnu.so
00007fd62b953000       0       0       0 rw--- ckdtree.cpython-36m-x86_64-linux-gnu.so
00007fd62b95d000     264     196     196 rw---   [ anon ]
00007fd62b95d000       0       0       0 rw---   [ anon ]
00007fd62b99f000      68       0       0 r-x-- _ellip_harm_2.cpython-36m-x86_64-linux-gnu.so
00007fd62b99f000       0       0       0 r-x-- _ellip_harm_2.cpython-36m-x86_64-linux-gnu.so
00007fd62b9b0000    2044       0       0 ----- _ellip_harm_2.cpython-36m-x86_64-linux-gnu.so
00007fd62b9b0000       0       0       0 ----- _ellip_harm_2.cpython-36m-x86_64-linux-gnu.so
00007fd62bbaf000      20       0       0 rw--- _ellip_harm_2.cpython-36m-x86_64-linux-gnu.so
00007fd62bbaf000       0       0       0 rw--- _ellip_harm_2.cpython-36m-x86_64-linux-gnu.so
00007fd62bbb4000      24       0       0 r-x-- _comb.cpython-36m-x86_64-linux-gnu.so
00007fd62bbb4000       0       0       0 r-x-- _comb.cpython-36m-x86_64-linux-gnu.so
00007fd62bbba000    2048       0       0 ----- _comb.cpython-36m-x86_64-linux-gnu.so
00007fd62bbba000       0       0       0 ----- _comb.cpython-36m-x86_64-linux-gnu.so
00007fd62bdba000       4       0       0 rw--- _comb.cpython-36m-x86_64-linux-gnu.so
00007fd62bdba000       0       0       0 rw--- _comb.cpython-36m-x86_64-linux-gnu.so
00007fd62bdbb000     224       0       0 r-x-- _reordering.cpython-36m-x86_64-linux-gnu.so
00007fd62bdbb000       0       0       0 r-x-- _reordering.cpython-36m-x86_64-linux-gnu.so
00007fd62bdf3000    2048       0       0 ----- _reordering.cpython-36m-x86_64-linux-gnu.so
00007fd62bdf3000       0       0       0 ----- _reordering.cpython-36m-x86_64-linux-gnu.so
00007fd62bff3000      20       0       0 rw--- _reordering.cpython-36m-x86_64-linux-gnu.so
00007fd62bff3000       0       0       0 rw--- _reordering.cpython-36m-x86_64-linux-gnu.so
00007fd62bff8000       4       0       0 rw---   [ anon ]
00007fd62bff8000       0       0       0 rw---   [ anon ]
00007fd62bff9000     172       0       0 r-x-- _matching.cpython-36m-x86_64-linux-gnu.so
00007fd62bff9000       0       0       0 r-x-- _matching.cpython-36m-x86_64-linux-gnu.so
00007fd62c024000    2044       0       0 ----- _matching.cpython-36m-x86_64-linux-gnu.so
00007fd62c024000       0       0       0 ----- _matching.cpython-36m-x86_64-linux-gnu.so
00007fd62c223000      16       0       0 rw--- _matching.cpython-36m-x86_64-linux-gnu.so
00007fd62c223000       0       0       0 rw--- _matching.cpython-36m-x86_64-linux-gnu.so
00007fd62c227000       4       0       0 rw---   [ anon ]
00007fd62c227000       0       0       0 rw---   [ anon ]
00007fd62c228000     212       0       0 r-x-- _flow.cpython-36m-x86_64-linux-gnu.so
00007fd62c228000       0       0       0 r-x-- _flow.cpython-36m-x86_64-linux-gnu.so
00007fd62c25d000    2044       0       0 ----- _flow.cpython-36m-x86_64-linux-gnu.so
00007fd62c25d000       0       0       0 ----- _flow.cpython-36m-x86_64-linux-gnu.so
00007fd62c45c000      24       0       0 rw--- _flow.cpython-36m-x86_64-linux-gnu.so
00007fd62c45c000       0       0       0 rw--- _flow.cpython-36m-x86_64-linux-gnu.so
00007fd62c462000       4       0       0 rw---   [ anon ]
00007fd62c462000       0       0       0 rw---   [ anon ]
00007fd62c463000     164       0       0 r-x-- _min_spanning_tree.cpython-36m-x86_64-linux-gnu.so
00007fd62c463000       0       0       0 r-x-- _min_spanning_tree.cpython-36m-x86_64-linux-gnu.so
00007fd62c48c000    2044       0       0 ----- _min_spanning_tree.cpython-36m-x86_64-linux-gnu.so
00007fd62c48c000       0       0       0 ----- _min_spanning_tree.cpython-36m-x86_64-linux-gnu.so
00007fd62c68b000      16       0       0 rw--- _min_spanning_tree.cpython-36m-x86_64-linux-gnu.so
00007fd62c68b000       0       0       0 rw--- _min_spanning_tree.cpython-36m-x86_64-linux-gnu.so
00007fd62c68f000       4       0       0 rw---   [ anon ]
00007fd62c68f000       0       0       0 rw---   [ anon ]
00007fd62c690000     116       0       0 r-x-- _traversal.cpython-36m-x86_64-linux-gnu.so
00007fd62c690000       0       0       0 r-x-- _traversal.cpython-36m-x86_64-linux-gnu.so
00007fd62c6ad000    2044       0       0 ----- _traversal.cpython-36m-x86_64-linux-gnu.so
00007fd62c6ad000       0       0       0 ----- _traversal.cpython-36m-x86_64-linux-gnu.so
00007fd62c8ac000      20       0       0 rw--- _traversal.cpython-36m-x86_64-linux-gnu.so
00007fd62c8ac000       0       0       0 rw--- _traversal.cpython-36m-x86_64-linux-gnu.so
00007fd62c8b1000     128       0       0 r-x-- _tools.cpython-36m-x86_64-linux-gnu.so
00007fd62c8b1000       0       0       0 r-x-- _tools.cpython-36m-x86_64-linux-gnu.so
00007fd62c8d1000    2044       0       0 ----- _tools.cpython-36m-x86_64-linux-gnu.so
00007fd62c8d1000       0       0       0 ----- _tools.cpython-36m-x86_64-linux-gnu.so
00007fd62cad0000      20       0       0 rw--- _tools.cpython-36m-x86_64-linux-gnu.so
00007fd62cad0000       0       0       0 rw--- _tools.cpython-36m-x86_64-linux-gnu.so
00007fd62cad5000       4       0       0 rw---   [ anon ]
00007fd62cad5000       0       0       0 rw---   [ anon ]
00007fd62cad6000     344       0       0 r-x-- _shortest_path.cpython-36m-x86_64-linux-gnu.so
00007fd62cad6000       0       0       0 r-x-- _shortest_path.cpython-36m-x86_64-linux-gnu.so
00007fd62cb2c000    2044       0       0 ----- _shortest_path.cpython-36m-x86_64-linux-gnu.so
00007fd62cb2c000       0       0       0 ----- _shortest_path.cpython-36m-x86_64-linux-gnu.so
00007fd62cd2b000      36       0       0 rw--- _shortest_path.cpython-36m-x86_64-linux-gnu.so
00007fd62cd2b000       0       0       0 rw--- _shortest_path.cpython-36m-x86_64-linux-gnu.so
00007fd62cd34000       8       0       0 rw---   [ anon ]
00007fd62cd34000       0       0       0 rw---   [ anon ]
00007fd62cd36000     444       0       0 r-x-- _csparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cd36000       0       0       0 r-x-- _csparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cda5000    2048       0       0 ----- _csparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cda5000       0       0       0 ----- _csparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cfa5000      24       0       0 rw--- _csparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cfa5000       0       0       0 rw--- _csparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cfab000      12       0       0 rw---   [ anon ]
00007fd62cfab000       0       0       0 rw---   [ anon ]
00007fd62cfae000    3364       0       0 r-x-- _sparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62cfae000       0       0       0 r-x-- _sparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62d2f7000    2048       0       0 ----- _sparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62d2f7000       0       0       0 ----- _sparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62d4f7000       4       0       0 rw--- _sparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62d4f7000       0       0       0 rw--- _sparsetools.cpython-36m-x86_64-linux-gnu.so
00007fd62d4f8000     564       0       0 r-x-- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d4f8000       0       0       0 r-x-- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d585000    2044       0       0 ----- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d585000       0       0       0 ----- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d784000      16       0       0 rw--- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d784000       0       0       0 rw--- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d788000      84       0       0 rw--- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d788000       0       0       0 rw--- cython_lapack.cpython-36m-x86_64-linux-gnu.so
00007fd62d79d000     212       0       0 r-x-- cython_blas.cpython-36m-x86_64-linux-gnu.so
00007fd62d79d000       0       0       0 r-x-- cython_blas.cpython-36m-x86_64-linux-gnu.so
00007fd62d7d2000    2048       0       0 ----- cython_blas.cpython-36m-x86_64-linux-gnu.so
00007fd62d7d2000       0       0       0 ----- cython_blas.cpython-36m-x86_64-linux-gnu.so
00007fd62d9d2000      40       0       0 rw--- cython_blas.cpython-36m-x86_64-linux-gnu.so
00007fd62d9d2000       0       0       0 rw--- cython_blas.cpython-36m-x86_64-linux-gnu.so
00007fd62d9dc000     280       0       0 r-x-- _decomp_update.cpython-36m-x86_64-linux-gnu.so
00007fd62d9dc000       0       0       0 r-x-- _decomp_update.cpython-36m-x86_64-linux-gnu.so
00007fd62da22000    2048       0       0 ----- _decomp_update.cpython-36m-x86_64-linux-gnu.so
00007fd62da22000       0       0       0 ----- _decomp_update.cpython-36m-x86_64-linux-gnu.so
00007fd62dc22000      24       0       0 rw--- _decomp_update.cpython-36m-x86_64-linux-gnu.so
00007fd62dc22000       0       0       0 rw--- _decomp_update.cpython-36m-x86_64-linux-gnu.so
00007fd62dc28000       4       0       0 rw---   [ anon ]
00007fd62dc28000       0       0       0 rw---   [ anon ]
00007fd62dc29000     196       0       0 r-x-- _solve_toeplitz.cpython-36m-x86_64-linux-gnu.so
00007fd62dc29000       0       0       0 r-x-- _solve_toeplitz.cpython-36m-x86_64-linux-gnu.so
00007fd62dc5a000    2048       0       0 ----- _solve_toeplitz.cpython-36m-x86_64-linux-gnu.so
00007fd62dc5a000       0       0       0 ----- _solve_toeplitz.cpython-36m-x86_64-linux-gnu.so
00007fd62de5a000      16       4       4 rw--- _solve_toeplitz.cpython-36m-x86_64-linux-gnu.so
00007fd62de5a000       0       0       0 rw--- _solve_toeplitz.cpython-36m-x86_64-linux-gnu.so
00007fd62de5e000       4       0       0 rw---   [ anon ]
00007fd62de5e000       0       0       0 rw---   [ anon ]
00007fd62de5f000      52       0       0 r-x-- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62de5f000       0       0       0 r-x-- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62de6c000    2048       0       0 ----- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62de6c000       0       0       0 ----- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62e06c000      12       0       0 rw--- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62e06c000       0       0       0 rw--- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62e06f000      12       0       0 rw--- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62e06f000       0       0       0 rw--- _flinalg.cpython-36m-x86_64-linux-gnu.so
00007fd62e072000    1388       0       0 r-x-- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e072000       0       0       0 r-x-- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e1cd000    2044       0       0 ----- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e1cd000       0       0       0 ----- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e3cc000     512       0       0 rw--- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e3cc000       0       0       0 rw--- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e44c000       4       0       0 rw---   [ anon ]
00007fd62e44c000       0       0       0 rw---   [ anon ]
00007fd62e44d000      36       0       0 rw--- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e44d000       0       0       0 rw--- _flapack.cpython-36m-x86_64-linux-gnu.so
00007fd62e456000     432       0       0 r-x-- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e456000       0       0       0 r-x-- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e4c2000    2048       0       0 ----- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e4c2000       0       0       0 ----- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e6c2000     152       4       4 rw--- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e6c2000       0       0       0 rw--- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e6e8000      16       0       0 rw--- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e6e8000       0       0       0 rw--- _fblas.cpython-36m-x86_64-linux-gnu.so
00007fd62e6ec000     704       0       0 r-x-- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e6ec000       0       0       0 r-x-- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e79c000    2044       0       0 ----- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e79c000       0       0       0 ----- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e99b000      20       0       0 rw--- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e99b000       0       0       0 rw--- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e9a0000       8       0       0 rw--- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e9a0000       0       0       0 rw--- specfun.cpython-36m-x86_64-linux-gnu.so
00007fd62e9a2000     116       0       0 r-x-- _ufuncs_cxx.cpython-36m-x86_64-linux-gnu.so
00007fd62e9a2000       0       0       0 r-x-- _ufuncs_cxx.cpython-36m-x86_64-linux-gnu.so
